,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
602,8dafe405-60af-4b03-b0c7-45672c74ffa6,kapil modi,https://play-lh.googleusercontent.com/a-/ALV-UjWlzXA9qPfwYxe6oWUuZ_mhtFjkt7IXN6s-MyvV94r-mrEEdt8,Train status updated quickly.,5,0,7.1.5.633808517,2024-08-11 19:17:04,,,7.1.5.633808517
603,19d2e44d-d8ee-4580-a6c5-c913b1c61f21,Pandurang Bellary,https://play-lh.googleusercontent.com/a/ACg8ocLRcuoRmqEUXN-J9smyymcfyfvud7ySpldgnLrsW1mWNyJK2Q=mo,Quite accurate and useful app,5,0,7.1.5.633808517,2024-08-11 19:16:58,,,7.1.5.633808517
604,4f1f7ccf-c6c9-4111-8342-83e3922db111,Priya Sahu,https://play-lh.googleusercontent.com/a/ACg8ocLjyEBIapV3jr-7jCJX24v-4Ny1pRMOi3YU54pH7f8dL9Luwg=mo,Awesome,5,0,7.1.5.633808517,2024-08-11 19:16:45,,,7.1.5.633808517
605,61a92dcf-2216-4105-9d08-088fac3a9eec,Pramod,https://play-lh.googleusercontent.com/a/ACg8ocIurII1A8dYxhbSYaUCzOgRuz7mqrxh9TR0nrbPMvwqriQMWQ=mo,Best app ever ad free so nice,5,0,,2024-08-11 19:12:19,,,
606,4f04b2cb-2d8c-460e-87f0-72e36c116ce5,sajahan Seikh,https://play-lh.googleusercontent.com/a-/ALV-UjXgdihr-9Kng1OVT2jYNG_k76HOfLRRVTCrlJaQxxT7VSIMddw-,Good,5,0,7.1.5.633808517,2024-08-11 19:07:39,,,7.1.5.633808517
607,ded2a7d3-cd0e-49db-ba7e-ba315429812a,Rajendra Singh,https://play-lh.googleusercontent.com/a/ACg8ocKu7a83HUf-m_CHCUzuC8fstGyBKZe9iHkJ03QzwUzOEVpt8w=mo,Good,5,0,7.1.5.633808517,2024-08-11 18:56:43,,,7.1.5.633808517
608,de31c92a-142b-4e0a-96a7-cdf6b1ad875d,Bharatlal yadav,https://play-lh.googleusercontent.com/a-/ALV-UjWTFpvwUQEwVo9D4ELdE-XDE-GZ2_xxeagAjNAqbnATbqjKN4gB,Achha hai,5,0,7.1.5.633808517,2024-08-11 18:52:59,,,7.1.5.633808517
609,84da59aa-3e36-4b63-9f28-a973689de829,Devendra Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjWhOEvg5dGQwXT_nYjrVsBAqTW1LBAq6TkDZ_Ga4tXmuYwEjoe-,Very nice,5,0,7.1.5.633808517,2024-08-11 18:52:31,,,7.1.5.633808517
610,a7ceb6c8-448c-452d-8959-5dc0fdd6cc21,Sp Sp,https://play-lh.googleusercontent.com/a/ACg8ocKsfMCqn-X4YKq0gO3Q9ZdTyBTb25h2VkQuV7vKMzxkNgaOzw=mo,"Best sarvice, accurate location",5,0,7.1.5.633808517,2024-08-11 18:45:41,,,7.1.5.633808517
611,8f3cf82d-9188-4462-acd1-0d9bbeebfdf3,Harish Chand Sharma,https://play-lh.googleusercontent.com/a-/ALV-UjWg1g64Jc0e6wm2K-b0OYAH43niKbLykbHrXIVF4Kjx7kCJGf4,Great job,5,0,7.1.5.633808517,2024-08-11 18:43:29,,,7.1.5.633808517
